"Date","Price","Open","High","Low","Change %"
"Mar 06, 2019","1,128.38","1,125.81","1,130.77","1,125.50","0.23%"
"Mar 07, 2019","1,134.87","1,128.38","1,135.90","1,126.80","0.58%"
"Mar 08, 2019","1,133.90","1,134.87","1,138.03","1,132.16","-0.09%"
"Mar 11, 2019","1,131.77","1,134.10","1,137.40","1,131.10","-0.19%"
"Mar 12, 2019","1,128.44","1,131.77","1,132.69","1,127.40","-0.29%"
"Mar 13, 2019","1,130.50","1,128.44","1,134.66","1,127.50","0.18%"
"Mar 14, 2019","1,136.42","1,130.50","1,137.79","1,129.90","0.52%"
"Mar 15, 2019","1,135.70","1,136.42","1,140.31","1,132.45","-0.06%"
"Mar 18, 2019","1,132.52","1,135.05","1,137.43","1,131.00","-0.28%"
"Mar 19, 2019","1,130.96","1,132.52","1,134.30","1,128.60","-0.14%"
"Mar 20, 2019","1,126.05","1,130.89","1,132.90","1,123.70","-0.43%"
"Mar 21, 2019","1,128.41","1,126.05","1,130.87","1,124.51","0.21%"
"Mar 22, 2019","1,136.11","1,128.41","1,138.74","1,127.93","0.68%"
"Mar 25, 2019","1,132.86","1,135.82","1,137.30","1,132.00","-0.29%"
"Mar 26, 2019","1,135.87","1,132.86","1,136.55","1,130.90","0.27%"
"Mar 27, 2019","1,139.24","1,135.87","1,139.94","1,133.85","0.30%"
"Mar 28, 2019","1,135.95","1,139.24","1,140.42","1,135.50","-0.29%"
"Mar 29, 2019","1,137.40","1,136.00","1,138.79","1,135.20","0.13%"
"Apr 01, 2019","1,133.72","1,137.02","1,137.96","1,131.42","-0.32%"
"Apr 02, 2019","1,136.92","1,133.72","1,138.91","1,132.00","0.28%"
"Apr 03, 2019","1,133.67","1,137.40","1,138.30","1,132.67","-0.29%"
"Apr 04, 2019","1,135.83","1,134.67","1,138.98","1,133.08","0.19%"
"Apr 05, 2019","1,136.69","1,136.33","1,139.02","1,134.93","0.08%"
"Apr 08, 2019","1,141.98","1,137.55","1,146.91","1,136.10","0.47%"
"Apr 09, 2019","1,140.08","1,142.11","1,144.23","1,138.72","-0.17%"
"Apr 10, 2019","1,136.97","1,141.08","1,144.43","1,136.73","-0.27%"
"Apr 11, 2019","1,140.96","1,137.97","1,142.47","1,137.00","0.35%"
"Apr 12, 2019","1,133.72","1,141.96","1,143.22","1,132.38","-0.63%"
"Apr 15, 2019","1,134.10","1,134.72","1,136.28","1,131.66","0.03%"
"Apr 16, 2019","1,136.69","1,135.10","1,138.36","1,133.72","0.23%"
"Apr 17, 2019","1,131.28","1,137.69","1,138.16","1,131.40","-0.48%"
