"Date","Price","Open","High","Low","Change %"
"Mar 20, 2020","0.9349","0.9353","0.9401","0.9232","-0.02%"
"Mar 23, 2020","0.9324","0.9349","0.9402","0.9235","-0.27%"
"Mar 24, 2020","0.9267","0.9323","0.9327","0.9183","-0.61%"
"Mar 25, 2020","0.9188","0.9269","0.9294","0.9179","-0.85%"
"Mar 26, 2020","0.9065","0.9190","0.9200","0.9042","-1.34%"
"Mar 27, 2020","0.8973","0.9066","0.9130","0.8971","-1.01%"
"Mar 30, 2020","0.9050","0.8979","0.9083","0.8972","0.86%"
"Mar 31, 2020","0.9064","0.9053","0.9153","0.9045","0.15%"
"Apr 01, 2020","0.9119","0.9065","0.9172","0.9058","0.61%"
"Apr 02, 2020","0.9208","0.9121","0.9241","0.9116","0.98%"
"Apr 03, 2020","0.9251","0.9209","0.9283","0.9204","0.47%"
"Apr 06, 2020","0.9264","0.9247","0.9287","0.9229","0.14%"
"Apr 07, 2020","0.9180","0.9265","0.9273","0.9153","-0.91%"
"Apr 08, 2020","0.9208","0.9182","0.9234","0.9172","0.31%"
"Apr 09, 2020","0.9148","0.9211","0.9225","0.9130","-0.65%"
"Apr 10, 2020","0.9142","0.9149","0.9159","0.9130","-0.07%"
"Apr 13, 2020","0.9161","0.9140","0.9181","0.9117","0.21%"
"Apr 14, 2020","0.9105","0.9161","0.9171","0.9101","-0.61%"
"Apr 15, 2020","0.9165","0.9107","0.9211","0.9098","0.66%"
"Apr 16, 2020","0.9226","0.9165","0.9245","0.9163","0.67%"
"Apr 17, 2020","0.9195","0.9230","0.9250","0.9180","-0.34%"
"Apr 20, 2020","0.9205","0.9196","0.9225","0.9176","0.11%"
"Apr 21, 2020","0.9208","0.9207","0.9246","0.9190","0.03%"
"Apr 22, 2020","0.9239","0.9211","0.9258","0.9186","0.34%"
"Apr 23, 2020","0.9276","0.9239","0.9298","0.9219","0.40%"
"Apr 24, 2020","0.9239","0.9278","0.9323","0.9233","-0.40%"
"Apr 27, 2020","0.9232","0.9252","0.9252","0.9206","-0.08%"
"Apr 28, 2020","0.9240","0.9234","0.9251","0.9183","0.09%"
"Apr 29, 2020","0.9194","0.9243","0.9244","0.9186","-0.50%"
"Apr 30, 2020","0.9125","0.9198","0.9232","0.9114","-0.75%"
"May 01, 2020","0.9105","0.9128","0.9146","0.9075","-0.22%"
"May 04, 2020","0.9166","0.9107","0.9179","0.9107","0.67%"
"May 05, 2020","0.9227","0.9168","0.9237","0.9152","0.67%"
"May 06, 2020","0.9263","0.9225","0.9275","0.9218","0.39%"
"May 07, 2020","0.9228","0.9263","0.9288","0.9229","-0.38%"
"May 08, 2020","0.9224","0.9231","0.9247","0.9194","-0.04%"
"May 11, 2020","0.9251","0.9226","0.9259","0.9216","0.29%"
"May 12, 2020","0.9217","0.9254","0.9273","0.9186","-0.37%"
"May 13, 2020","0.9243","0.9219","0.9250","0.9177","0.28%"
"May 14, 2020","0.9254","0.9244","0.9281","0.9237","0.12%"
"May 15, 2020","0.9245","0.9255","0.9269","0.9215","-0.10%"
"May 18, 2020","0.9163","0.9245","0.9259","0.9151","-0.89%"
"May 19, 2020","0.9153","0.9164","0.9173","0.9110","-0.11%"
"May 20, 2020","0.9107","0.9151","0.9160","0.9091","-0.50%"
"May 21, 2020","0.9131","0.9108","0.9143","0.9083","0.26%"
"May 22, 2020","0.9172","0.9133","0.9187","0.9123","0.45%"
"May 25, 2020","0.9173","0.9172","0.9200","0.9161","0.01%"
"May 26, 2020","0.9105","0.9175","0.9182","0.9094","-0.74%"
"May 27, 2020","0.9085","0.9105","0.9146","0.9065","-0.22%"
"May 28, 2020","0.9026","0.9087","0.9099","0.9014","-0.65%"
"May 29, 2020","0.9009","0.9028","0.9034","0.8971","-0.19%"
"Jun 01, 2020","0.8980","0.9011","0.9013","0.8965","-0.32%"
"Jun 02, 2020","0.8950","0.8979","0.8997","0.8931","-0.33%"
"Jun 03, 2020","0.8900","0.8951","0.8956","0.8883","-0.56%"
"Jun 04, 2020","0.8818","0.8902","0.8933","0.8801","-0.92%"
"Jun 05, 2020","0.8859","0.8820","0.8867","0.8784","0.46%"
"Jun 08, 2020","0.8853","0.8859","0.8875","0.8834","-0.07%"
"Jun 09, 2020","0.8818","0.8852","0.8896","0.8798","-0.40%"
"Jun 10, 2020","0.8793","0.8816","0.8832","0.8755","-0.28%"
"Jun 11, 2020","0.8849","0.8792","0.8860","0.8769","0.64%"
"Jun 12, 2020","0.8883","0.8850","0.8919","0.8817","0.38%"
"Jun 15, 2020","0.8830","0.8892","0.8908","0.8823","-0.60%"
"Jun 16, 2020","0.8876","0.8832","0.8907","0.8808","0.52%"
"Jun 17, 2020","0.8892","0.8878","0.8924","0.8853","0.18%"
"Jun 18, 2020","0.8925","0.8893","0.8940","0.8878","0.37%"
"Jun 19, 2020","0.8945","0.8924","0.8954","0.8885","0.22%"
"Jun 22, 2020","0.8879","0.8941","0.8954","0.8873","-0.74%"
"Jun 23, 2020","0.8842","0.8881","0.8903","0.8810","-0.42%"
"Jun 24, 2020","0.8887","0.8843","0.8891","0.8829","0.51%"
"Jun 25, 2020","0.8913","0.8888","0.8936","0.8880","0.29%"
"Jun 26, 2020","0.8912","0.8913","0.8933","0.8896","-0.01%"
