,us,eu,china,korea,taiwan,date
1244,102721,175832,208509,286240,275114,2018/9/7
1245,103829,172693,216235,292406,274422,2018/9/8
1246,103038,176812,216094,293720,288636,2018/9/9
1247,112218,174845,213587,287479,286625,2018/9/10
1248,110468,181417,221598,306568,280387,2018/9/11
1249,106859,191663,220575,302042,279996,2018/9/12
1250,110459,191273,223125,297363,279686,2018/9/13
1251,106147,185151,220565,294992,278303,2018/9/14
1252,104534,179731,221037,302321,275840,2018/9/15
1253,102816,178996,224614,299669,289138,2018/9/16
1254,107359,179534,220580,299972,279483,2018/9/17
1255,103410,177964,222881,300377,277253,2018/9/18
1256,118956,191104,224968,309804,275916,2018/9/19
1257,115623,207328,231299,300475,280925,2018/9/20
1258,107116,198569,228281,300625,278577,2018/9/21
1259,110759,179542,228103,303394,284062,2018/9/22
1260,111686,182183,225050,296861,265727,2018/9/23
1261,108093,179901,225982,293602,269739,2018/9/24
1262,106785,181700,225430,298946,257191,2018/9/25
1263,107539,178128,220958,298858,262177,2018/9/26
1264,107599,177522,218690,289886,269316,2018/9/27
1265,105396,174864,217474,281234,267819,2018/9/28
1266,105127,173693,214596,286554,262235,2018/9/29
1267,108145,177809,215773,272963,259142,2018/9/30
1268,104842,174323,212340,275010,263742,2018/10/1
1269,103578,176242,216480,286929,262303,2018/10/2
1270,102639,171309,211746,284566,269359,2018/10/3
1271,,,214095,,,2018/10/4
1272,103210,170299,214781,257479,258987,2018/10/5
1273,103667,170605,214674,263625,258801,2018/10/6
1274,104120,171583,213189,265684,258222,2018/10/7
1275,104453,173042,214418,265424,263794,2018/10/8
1276,104994,174613,215149,270862,260282,2018/10/9
1277,105536,173103,209079,264007,256087,2018/10/10
1278,107554,175263,210635,258279,250220,2018/10/11
1279,111460,174609,211018,261440,253844,2018/10/12
1280,109839,175769,211862,264075,253983,2018/10/13
1281,114713,179333,208827,270548,260036,2018/10/14
1282,111961,182301,210494,271836,263697,2018/10/15
1283,112250,180444,207613,271844,260985,2018/10/16
1284,111969,178728,207295,275384,259641,2018/10/17
1285,114273,181044,200225,277582,262760,2018/10/18
1286,109121,182541,200147,270571,260377,2018/10/19
1287,112229,179380,197855,267411,258807,2018/10/20
1288,114977,194358,198710,275541,258512,2018/10/21
1289,112052,183672,190972,270139,266610,2018/10/22
1290,112561,184231,196234,268522,257141,2018/10/23
1291,112807,180227,195948,276368,258221,2018/10/24
1292,111283,178810,200006,280692,259754,2018/10/25
1293,110296,176471,201752,264937,258304,2018/10/26
1294,113359,177137,200708,267554,259663,2018/10/27
1295,112483,179105,200818,269306,260114,2018/10/28
1296,113479,177609,199840,266380,256141,2018/10/29
1297,111888,174691,197806,281650,260447,2018/10/30
1298,111724,175017,199361,260342,258470,2018/10/31
1299,111691,173841,197221,257552,256146,2018/11/1
1300,123936,196248,198723,253382,254906,2018/11/2
1301,116114,179301,198345,261475,255719,2018/11/3
1302,115798,180499,195406,262947,254131,2018/11/4
1303,111730,182788,192499,259577,255153,2018/11/5
1304,112168,177811,193536,267324,253690,2018/11/6
1305,111801,176603,187661,257344,251344,2018/11/7
1306,111439,176843,194272,266514,257308,2018/11/8
1307,111208,178801,194462,254284,257644,2018/11/9
1308,112844,178835,195389,261328,251087,2018/11/10
1309,113931,178232,195485,254495,258207,2018/11/11
1310,112806,179016,195501,257328,257467,2018/11/12
1311,111992,176198,196802,252469,258153,2018/11/13
1312,112984,175967,195745,276239,261402,2018/11/14
1313,111449,178961,197356,263379,259515,2018/11/15
1314,111452,178191,196843,273116,260747,2018/11/16
1315,110836,176346,194747,261210,263302,2018/11/17
1316,112972,180634,200796,264544,258793,2018/11/18
1317,113562,179321,201232,264710,261020,2018/11/19
1318,128810,195912,199954,265415,263061,2018/11/20
1319,120657,183246,203369,278459,262588,2018/11/21
1320,119907,185708,202172,269730,257886,2018/11/22
1321,117013,178822,203283,258798,258924,2018/11/23
1322,115619,181015,197525,261804,259576,2018/11/24
1323,122208,182315,,269691,255637,2018/11/25
1324,123070,190582,196783,271475,258329,2018/11/26
1325,118447,179502,,266337,258895,2018/11/27
1326,122275,180444,204666,269061,259416,2018/11/28
1327,117466,178159,204783,268637,254690,2018/11/29
1328,114670,176854,205322,255919,260255,2018/11/30
1329,115135,175461,204584,258326,259621,2018/12/1
1330,114192,176629,202435,252384,260499,2018/12/2
1331,114662,176693,212848,260320,261418,2018/12/3
1332,117082,178504,216112,268464,258787,2018/12/4
1333,116920,179821,230185,266777,258808,2018/12/5
1334,115028,182039,227499,260993,259322,2018/12/6
1335,115665,179665,220106,258573,260294,2018/12/7
1336,114893,177052,223422,262410,259397,2018/12/8
1337,117512,176773,225672,260367,264400,2018/12/9
1338,116159,175643,224613,267292,271032,2018/12/10
1339,116035,178997,233209,268478,269726,2018/12/11
1340,115139,176485,231252,272842,273450,2018/12/12
1341,116306,183740,218341,265116,263486,2018/12/13
1342,115110,177243,217398,267620,264890,2018/12/14
1343,114374,,215051,263268,270682,2018/12/15
1344,116717,178215,215650,267744,273286,2018/12/16
1345,115569,177339,218501,260671,262950,2018/12/17
1346,115487,177175,219659,261666,266018,2018/12/18
1347,116120,175982,218222,263367,265758,2018/12/19
1348,136678,208383,217456,277739,279802,2018/12/20
1349,119318,184509,218527,267651,272272,2018/12/21
1350,122414,184525,217290,268778,279937,2018/12/22
1351,127517,184723,216305,276169,273360,2018/12/23
1352,118235,181036,215689,266718,263752,2018/12/24
1353,120354,182445,218636,265780,272358,2018/12/25
1354,119967,180546,220452,278104,271670,2018/12/26
1355,119177,179974,219996,282781,269499,2018/12/27
1356,117569,178167,222191,272117,273178,2018/12/28
1357,118227,179117,219932,272028,275215,2018/12/29
1358,119500,178736,216360,281050,284882,2018/12/30
1359,116448,182143,216890,263028,266499,2018/12/31
1360,118963,183568,214848,266451,276582,2019/1/1
1361,119139,180487,218627,266252,271349,2019/1/2
1362,120824,179229,219324,267462,302279,2019/1/3
1363,118955,181365,216887,262210,278871,2019/1/4
1364,119320,181303,217228,258653,269950,2019/1/5
1365,126485,185363,217440,267203,271347,2019/1/6
1366,117287,181314,220457,275545,281263,2019/1/7
1367,119757,181411,220214,269471,279055,2019/1/8
1368,119671,179574,222490,264869,277964,2019/1/9
1369,119575,178310,223411,264426,277973,2019/1/10
1370,119959,178544,224773,275959,282210,2019/1/11
1371,,179128,224433,271588,285970,2019/1/12
1372,,177551,227993,272539,284227,2019/1/13
1373,117415,178767,225557,278748,286523,2019/1/14
1374,118802,177809,224422,278033,279950,2019/1/15
1375,116847,177960,224629,289645,276370,2019/1/16
1376,117113,178999,227168,279496,278803,2019/1/17
1377,116630,178122,224516,279434,302494,2019/1/18
1378,115866,180562,222312,275715,273190,2019/1/19
1379,121033,178878,221949,278155,289566,2019/1/20
1380,117504,178148,219385,279898,296328,2019/1/21
1381,117924,179276,218882,279079,277939,2019/1/22
1382,115489,172964,217797,296075,283156,2019/1/23
1383,115043,174327,214902,278195,276551,2019/1/24
1384,114684,176523,204147,270904,279549,2019/1/25
1385,114310,170975,209600,277387,282392,2019/1/26
1386,117800,172358,208728,284584,273431,2019/1/27
1387,115040,173846,204266,279153,275939,2019/1/28
1388,113906,169834,203338,289946,279734,2019/1/29
1389,116982,171894,200630,279319,288397,2019/1/30
1390,113828,166752,198882,270254,270702,2019/1/31
1391,112574,167192,197812,271556,268324,2019/2/1
1392,112729,165424,195678,267883,268124,2019/2/2
1393,114118,169105,194510,266175,261520,2019/2/3
1394,114711,165352,192762,261328,259346,2019/2/4
1395,111299,166072,193344,254263,269109,2019/2/5
1396,111655,164486,189881,260394,264254,2019/2/6
1397,111514,165218,191744,252618,260669,2019/2/7
1398,111039,161443,192408,259203,264790,2019/2/8
1399,111513,161937,190689,254101,262323,2019/2/9
1400,111174,167960,193661,258646,262298,2019/2/10
1401,113905,165635,192674,262287,265152,2019/2/11
1402,110574,165493,192594,271520,261181,2019/2/12
1403,111609,161617,191905,264789,269493,2019/2/13
1404,110236,161945,192398,263360,266457,2019/2/14
1405,109267,161875,191536,256206,265009,2019/2/15
1406,111304,161286,188604,266155,267555,2019/2/16
1407,110435,167804,191178,258843,264975,2019/2/17
1408,111117,164525,190426,260208,263580,2019/2/18
1409,110233,166601,192394,258182,267547,2019/2/19
1410,110162,160095,188460,261646,260726,2019/2/20
1411,109339,161790,189496,257874,267236,2019/2/21
1412,108481,159729,191155,253855,266513,2019/2/22
1413,111545,160119,189205,256818,265117,2019/2/23
1414,109817,160235,189933,260565,266658,2019/2/24
1415,109960,160993,190809,250888,271116,2019/2/25
1416,110165,160775,189921,248780,267143,2019/2/26
1417,109221,159225,187479,246570,262395,2019/2/27
1418,113729,163182,187983,230822,266785,2019/2/28
1419,105518,160890,187721,237474,266240,2019/3/1
1420,108987,159241,188378,234444,265724,2019/3/2
1421,109620,161517,186336,245427,261377,2019/3/3
1422,109643,161647,186559,249382,265971,2019/3/4
1423,107162,160755,187250,249794,265107,2019/3/5
1424,108284,161669,181977,240147,268092,2019/3/6
1425,107196,164330,185999,244659,260989,2019/3/7
1426,106907,159216,182707,225813,264493,2019/3/8
1427,109174,159987,184845,224654,261172,2019/3/9
1428,108246,163684,185262,220729,266238,2019/3/10
1429,112506,184719,187614,227709,260001,2019/3/11
1430,115529,180238,189402,231295,264599,2019/3/12
1431,110480,173351,182785,229191,265669,2019/3/13
1432,110424,167884,187087,235966,261629,2019/3/14
1433,109535,168333,185537,225077,259903,2019/3/15
1434,112045,167743,183995,220600,261373,2019/3/16
1435,115106,169090,185161,233815,262123,2019/3/17
1436,112214,172946,182182,229484,261771,2019/3/18
1437,111453,172003,182871,229496,261474,2019/3/19
1438,111913,172861,181229,225507,261756,2019/3/20
1439,114356,170227,185480,229206,257115,2019/3/21
1440,115209,172887,182597,222864,256395,2019/3/22
1441,114486,176254,184151,230234,261073,2019/3/23
1442,119845,179266,185404,240746,268029,2019/3/24
1443,127006,193883,190304,232108,258669,2019/3/25
1444,116537,171600,192469,228078,261395,2019/3/26
1445,119093,177104,190006,227100,260453,2019/3/27
1446,117409,179744,191216,220542,263059,2019/3/28
1447,115981,171963,186390,231676,259294,2019/3/29
1448,118499,171193,190771,238645,261021,2019/3/30
1449,120116,179109,191431,225143,257955,2019/3/31
1450,118555,171494,189719,221393,259551,2019/4/1
1451,115835,175966,188687,232682,258633,2019/4/2
1452,117886,175678,188582,240119,265335,2019/4/3
1453,115078,173502,188124,221696,263963,2019/4/4
1454,116407,172701,183107,211930,259161,2019/4/5
1455,115747,170743,189746,221309,260529,2019/4/6
1456,118056,172288,192291,230614,258603,2019/4/7
1457,119453,173572,191905,237372,261867,2019/4/8
1458,119634,173755,191342,228618,261897,2019/4/9
1459,117200,173640,187774,233992,265993,2019/4/10
1460,117412,172951,189112,248531,262552,2019/4/11
1461,117837,174857,191122,218370,262227,2019/4/12
1462,117205,172881,191542,239136,262733,2019/4/13
1463,120251,177068,190375,235710,265009,2019/4/14
1464,120656,176074,192308,240911,265953,2019/4/15
1465,119173,173904,192497,227427,265047,2019/4/16
1466,118179,172658,191050,225600,266545,2019/4/17
1467,118534,172716,195611,220644,265914,2019/4/18
1468,116606,172411,194844,231919,260999,2019/4/19
1469,118023,172175,191412,236248,266978,2019/4/20
1470,116586,172736,191609,245502,265838,2019/4/21
1471,117079,177118,191193,244035,258806,2019/4/22
1472,118445,173057,193562,233019,262125,2019/4/23
1473,119439,174996,196938,239481,271028,2019/4/24
1474,118804,172290,198794,233031,294375,2019/4/25
1475,118251,171092,197385,234470,267222,2019/4/26
1476,117874,172376,195129,236394,263126,2019/4/27
1477,123001,171138,198495,243411,268672,2019/4/28
1478,118861,171260,198929,252072,268521,2019/4/29
1479,119011,170620,200059,222544,265446,2019/4/30
1480,117273,169709,202270,237329,260998,2019/5/1
1481,118441,170079,198710,225886,267365,2019/5/2
1482,116890,171840,201959,223073,267326,2019/5/3
1483,116324,168441,200759,228914,266052,2019/5/4
1484,119043,174559,200041,231662,273529,2019/5/5
1485,119771,174359,204824,244626,266590,2019/5/6
1486,119192,174259,200409,243984,273194,2019/5/7
1487,117507,173844,204909,233509,273514,2019/5/8
1488,116165,170295,207628,243283,263572,2019/5/9
1489,116758,171915,202975,240179,271160,2019/5/10
1490,116045,170114,205598,236126,272451,2019/5/11
1491,117157,171818,202048,229095,280813,2019/5/12
1492,117955,174363,201681,243428,270097,2019/5/13
1493,117933,170520,205015,301304,283373,2019/5/14
1494,119144,180577,208453,276201,287511,2019/5/15
1495,118572,180014,215206,250887,295160,2019/5/16
1496,119557,179096,214087,250206,281822,2019/5/17
1497,118097,178066,214656,262098,274917,2019/5/18
1498,118366,178422,211936,293928,279667,2019/5/19
1499,120658,176757,218808,256553,277849,2019/5/20
1500,122499,183590,216927,253909,272749,2019/5/21
1501,120613,180314,226168,252575,289815,2019/5/22
1502,119029,180027,222297,242500,300005,2019/5/23
1503,120140,179001,229270,247331,276733,2019/5/24
1504,120059,178786,223967,272973,281011,2019/5/25
1505,119341,179535,222643,262874,274176,2019/5/26
1506,119867,181444,225547,247749,273550,2019/5/27
1507,120557,180966,223303,265942,277484,2019/5/28
1508,121394,177609,226893,261248,296411,2019/5/29
1509,120109,179349,233442,261046,276977,2019/5/30
1510,119782,178153,229582,237579,274406,2019/5/31
1511,119895,176583,229970,252020,280896,2019/6/1
1512,120027,181954,235260,247024,270938,2019/6/2
1513,121424,183327,232046,243138,273410,2019/6/3
1514,121845,182949,226395,242105,271441,2019/6/4
1515,120738,180477,,246552,296626,2019/6/5
1516,120942,178537,235691,246429,298607,2019/6/6
1517,119547,179350,235408,240056,298746,2019/6/7
1518,120276,178974,234638,243771,306273,2019/6/8
1519,120835,178314,236790,267501,307289,2019/6/9
1520,121658,179487,233985,262010,294059,2019/6/10
1521,122987,162560,239808,270388,314383,2019/6/11
1522,123564,179421,233523,278098,311710,2019/6/12
1523,123397,178719,234350,274264,280495,2019/6/13
1524,122859,176757,240247,272541,280917,2019/6/14
1525,122812,176992,235462,265781,287034,2019/6/15
1526,126949,180265,230528,282528,293229,2019/6/16
1527,127142,180551,237827,270725,310179,2019/6/17
1528,127805,182520,236987,268664,290121,2019/6/18
1529,125519,180530,224335,275969,297312,2019/6/19
1530,127015,182936,232859,282321,295568,2019/6/20
1531,126605,178926,232634,280142,290765,2019/6/21
1532,126620,179967,233368,273647,290905,2019/6/22
1533,127313,185862,236822,269912,287905,2019/6/23
1534,128734,182906,237099,270964,296984,2019/6/24
1535,126646,185438,237040,276077,304325,2019/6/25
1536,125935,182213,245634,277703,311884,2019/6/26
1537,129062,176654,221489,258662,279364,2019/6/27
1538,127600,179712,227299,280205,288701,2019/6/28
1539,126730,180963,229974,263568,283999,2019/6/29
1540,128062,180185,233907,246617,292424,2019/6/30
1541,129188,179247,231097,272599,303119,2019/7/1
1542,129790,183085,224098,269129,294873,2019/7/2
1543,129726,180619,230857,263117,311359,2019/7/3
1544,131375,182452,231763,266464,296127,2019/7/4
1545,130795,181909,232998,264694,289507,2019/7/5
1546,130552,181608,230055,269025,289810,2019/7/6
1547,132761,183677,231195,287554,283976,2019/7/7
1548,135940,180958,230301,282704,285568,2019/7/8
1549,133677,183290,227485,282188,293531,2019/7/9
1550,131097,180463,221562,278768,291629,2019/7/10
1551,130927,186496,224741,270329,289482,2019/7/11
1552,129707,179773,219398,265060,284598,2019/7/12
1553,128301,181720,215975,267486,290956,2019/7/13
1554,129489,180613,214061,265070,286111,2019/7/14
1555,130189,178700,212578,262214,285969,2019/7/15
1556,129723,178898,215511,262311,287086,2019/7/16
1557,129652,176721,208974,262284,290018,2019/7/17
1558,128975,176316,212277,261575,286593,2019/7/18
1559,128317,175078,208386,262047,287011,2019/7/19
1560,127361,175151,212293,260116,288767,2019/7/20
1561,128153,177084,209304,260578,286354,2019/7/21
1562,129310,177518,211642,255760,284734,2019/7/22
1563,130570,176090,209455,265045,289778,2019/7/23
1564,129171,173633,206897,278153,278884,2019/7/24
1565,131024,176562,208587,269811,281407,2019/7/25
1566,130904,174421,208515,270359,288033,2019/7/26
1567,129581,176301,210474,261690,285368,2019/7/27
1568,130389,173665,212085,257940,283806,2019/7/28
1569,132085,174903,213242,267081,280007,2019/7/29
1570,131204,172921,210997,266168,279244,2019/7/30
1571,130775,170419,208120,271377,278990,2019/7/31
1572,129911,172007,215386,252087,283687,2019/8/1
1573,130655,170174,211317,260185,279205,2019/8/2
1574,129304,171578,212949,254113,286034,2019/8/3
1575,132124,170651,214649,268041,287119,2019/8/4
1576,131753,171274,214030,265175,283926,2019/8/5
1577,132225,179887,215292,262196,279691,2019/8/6
1578,132640,173930,210696,251478,282553,2019/8/7
1579,133651,170955,248511,272775,282225,2019/8/8
1580,138931,176839,231436,257841,281485,2019/8/9
1581,134328,178616,236162,253056,284971,2019/8/10
1582,136861,178405,237651,258567,281472,2019/8/11
1583,145252,198059,255768,273045,285080,2019/8/12
1584,139406,182375,252201,270930,280379,2019/8/13
1585,141188,185790,250139,266953,284799,2019/8/14
1586,141588,183710,249471,277577,280737,2019/8/15
1587,140390,182090,254796,257669,285604,2019/8/16
1588,138511,183506,252948,265610,282086,2019/8/17
1589,140541,184529,254165,277190,280263,2019/8/18
1590,140436,187300,258770,269313,281179,2019/8/19
1591,142594,189566,260524,279903,281905,2019/8/20
1592,142817,187233,263893,279195,284693,2019/8/21
1593,142744,190628,269966,274124,283425,2019/8/22
1594,143237,192108,276702,274218,277261,2019/8/23
1595,144223,191744,283600,279604,290892,2019/8/24
1596,150254,206823,295648,280807,294070,2019/8/25
1597,168406,261887,323156,360308,302326,2019/8/26
1598,154120,212835,294427,318617,279251,2019/8/27
1599,160962,221175,288056,308893,286654,2019/8/28
1600,161659,210248,285154,302280,291291,2019/8/29
1601,160505,214738,287620,348121,280592,2019/8/30
1602,160165,214403,288714,282483,287418,2019/8/31
1603,159801,205458,289733,300243,318499,2019/9/1
1604,160392,211371,292799,330370,292375,2019/9/2
1605,165436,212291,289178,324209,314944,2019/9/3
1606,159259,221947,292144,319716,319979,2019/9/4
1607,160965,208387,297333,327360,291744,2019/9/5
1608,159899,211599,295297,322456,297872,2019/9/6
1609,160664,211366,293777,331293,296304,2019/9/7
1610,163020,214499,301685,342294,294320,2019/9/8
1611,164670,217209,293636,307767,282655,2019/9/9
1612,172576,223394,303559,342309,282895,2019/9/10
1613,168982,225855,306694,327536,325452,2019/9/11
1614,165779,221298,302538,327590,289033,2019/9/12
1615,164328,216681,302087,324628,285570,2019/9/13
1616,164413,222839,296917,318893,288978,2019/9/14
1617,166742,225518,302045,309972,283427,2019/9/15
1618,170243,229560,301358,321944,284093,2019/9/16
1619,169758,234789,299030,323675,288663,2019/9/17
1620,169919,240108,302359,329032,285278,2019/9/18
1621,172337,236347,303237,322251,321660,2019/9/19
1622,172787,233146,309018,310023,309584,2019/9/20
1623,172333,230352,300317,313998,308891,2019/9/21
1624,172016,237265,302668,324301,310686,2019/9/22
1625,175348,244073,306713,334838,316277,2019/9/23
1626,177631,236031,315956,323930,282990,2019/9/24
1627,176081,231498,325335,331815,296691,2019/9/25
1628,172912,239079,320989,336393,295865,2019/9/26
1629,173831,232319,316090,339673,304347,2019/9/27
1630,169928,220938,311961,309106,343673,2019/9/28
1631,171003,227474,304066,323727,324682,2019/9/29
1632,173007,222850,300845,289692,302454,2019/9/30
1633,177592,236306,302658,316205,293580,2019/10/1
1634,176272,227620,299912,320607,310523,2019/10/2
1635,173794,231581,299719,323884,311461,2019/10/3
1636,170531,227552,298906,318881,299284,2019/10/4
1637,171269,226378,297848,311878,320702,2019/10/5
1638,174084,229493,306194,312139,330304,2019/10/6
1639,171783,235443,311470,318852,308801,2019/10/7
1640,172861,234617,308887,311123,305445,2019/10/8
1641,176954,221717,298191,317981,304742,2019/10/9
1642,169822,236204,299000,328861,300207,2019/10/10
1643,167147,227149,302126,319536,299478,2019/10/11
1644,169531,229891,300442,298475,315274,2019/10/12
1645,167679,223690,304762,308281,319532,2019/10/13
1646,168470,230927,298021,325979,329784,2019/10/14
1647,169609,232483,312094,310009,306099,2019/10/15
1648,170232,226827,297934,311982,305724,2019/10/16
1649,169074,229810,302237,310536,303390,2019/10/17
1650,168228,226872,300540,310528,307653,2019/10/18
1651,168623,232014,304726,313314,309889,2019/10/19
1652,170906,232533,311598,303790,301751,2019/10/20
1653,173121,237641,310705,316471,304456,2019/10/21
1654,171488,232739,317457,333158,317651,2019/10/22
1655,172935,236617,321382,326753,307946,2019/10/23
1656,181044,244780,322171,326441,325778,2019/10/24
1657,177330,242328,322940,328505,313044,2019/10/25
1658,183711,241696,316806,322177,346107,2019/10/26
1659,181242,244798,323097,327845,342852,2019/10/27
1660,184452,249286,320541,330166,314657,2019/10/28
1661,182779,245977,316665,318731,337639,2019/10/29
1662,186234,240653,320005,335669,321763,2019/10/30
1663,182174,245543,322192,316675,333168,2019/10/31
1664,197939,286430,312962,310948,325844,2019/11/1
1665,198056,260731,319640,310249,318223,2019/11/2
1666,188096,261737,308868,311714,313677,2019/11/3
1667,190839,251677,312485,319096,313285,2019/11/4
1668,190739,248066,312665,322093,310147,2019/11/5
1669,191806,250547,331307,314135,317126,2019/11/6
1670,189672,247968,330087,320252,335187,2019/11/7
1671,187051,244207,322676,312682,350641,2019/11/8
1672,185842,240560,318195,315602,318663,2019/11/9
1673,189386,244863,321847,316538,319913,2019/11/10
1674,187132,245220,322313,309319,319764,2019/11/11
1675,185366,239523,319392,312531,320593,2019/11/12
1676,187017,239660,322944,309683,345292,2019/11/13
1677,187801,238401,318978,310303,334322,2019/11/14
1678,185273,239661,316870,320361,338244,2019/11/15
1679,184758,240430,318173,302097,320157,2019/11/16
1680,191078,238260,319301,301432,319295,2019/11/17
1681,185846,239921,316959,322324,315457,2019/11/18
1682,186043,242402,319157,307139,310874,2019/11/19
1683,187150,240126,311837,311826,313464,2019/11/20
1684,182580,239064,298079,304100,346031,2019/11/21
1685,178875,233471,293985,313858,316174,2019/11/22
1686,175413,231207,295344,301686,323993,2019/11/23
1687,184076,228535,282599,300963,348960,2019/11/24
1688,176100,232799,285730,300670,323985,2019/11/25
1689,177360,261155,275826,303556,322678,2019/11/26
1690,178036,231076,277403,298910,324011,2019/11/27
1691,176897,227873,273596,305510,320553,2019/11/28
1692,175723,224734,268957,301103,318404,2019/11/29
1693,179241,236286,268819,283730,319871,2019/11/30
1694,181162,231279,266226,295089,345781,2019/12/1
1695,182238,226272,271541,295636,317880,2019/12/2
1696,182243,226557,272206,285654,320549,2019/12/3
1697,182407,233850,274749,299774,321059,2019/12/4
1698,177773,230741,268541,296230,314499,2019/12/5
1699,178491,224822,269333,280071,319375,2019/12/6
1700,178475,225755,276161,293564,315808,2019/12/7
1701,181303,227990,276201,286109,324814,2019/12/8
1702,178898,227058,272843,287245,315286,2019/12/9
1703,178758,228642,275329,282059,326644,2019/12/10
1704,180111,226701,273431,286895,319138,2019/12/11
1705,179510,227587,269867,296860,314676,2019/12/12
1706,175429,221878,265647,287395,314774,2019/12/13
1707,175056,223123,275583,281133,309483,2019/12/14
1708,176282,224550,276260,276292,308268,2019/12/15
1709,176979,221170,276017,282657,308646,2019/12/16
1710,177217,220530,278787,291688,310673,2019/12/17
1711,176853,226761,277289,285106,313445,2019/12/18
1712,178798,238705,273369,294577,312559,2019/12/19
1713,177586,229959,273154,289766,312901,2019/12/20
1714,177653,227055,271411,282136,312380,2019/12/21
1715,177179,227383,277192,282572,315246,2019/12/22
1716,177969,223257,274293,286725,313906,2019/12/23
1717,177289,223666,280915,288029,321026,2019/12/24
1718,176597,222012,283617,291046,317717,2019/12/25
1719,177229,221069,277175,282333,320522,2019/12/26
1720,177319,223316,281444,291653,308755,2019/12/27
1721,175255,219401,279355,292849,311041,2019/12/28
1722,178241,221523,282604,284747,311772,2019/12/29
1723,177330,222160,278659,282172,314337,2019/12/30
1724,171807,229510,281738,291841,311742,2019/12/31
1725,172263,223417,276442,280126,308025,2020/1/1
1726,173509,228109,276135,284790,303459,2020/1/2
1727,169311,222903,,287099,322186,2020/1/3
1728,170587,221783,,281343,328725,2020/1/4
1729,179755,229249,,274692,315554,2020/1/5
1730,174958,223861,,287939,314707,2020/1/6
1731,171984,227378,,278727,319919,2020/1/7
1732,172228,229548,,286044,318427,2020/1/8
1733,172657,221829,284341,285277,315680,2020/1/9
1734,171321,223101,281309,287735,317578,2020/1/10
1735,172518,222188,279721,282078,319509,2020/1/11
1736,174413,225632,286280,285847,331060,2020/1/12
1737,176118,236238,280849,293592,312715,2020/1/13
1738,170956,234804,283270,284928,314201,2020/1/14
1739,172818,222069,299469,311852,319570,2020/1/15
1740,173136,221152,295649,290391,318665,2020/1/16
1741,169752,223931,282994,285632,322825,2020/1/17
1742,170182,222217,280911,293851,321812,2020/1/18
1743,170697,233402,282594,280365,308891,2020/1/19
1744,170501,227109,281707,294176,303690,2020/1/20
1745,165804,227687,279572,297757,308924,2020/1/21
1746,175094,219221,276596,286468,316720,2020/1/22
1747,170171,220963,273222,285436,309209,2020/1/23
1748,165418,216042,268420,278003,309235,2020/1/24
1749,161480,,261433,281297,302852,2020/1/25
1750,160632,,257117,283878,305319,2020/1/26
1751,162815,220311,254727,287651,314259,2020/1/27
1752,162714,225109,250609,269814,305912,2020/1/28
1753,163408,217457,243643,288535,303337,2020/1/29
1754,161352,210268,240867,281195,305963,2020/1/30
1755,158451,208850,231086,268456,304912,2020/1/31
1756,159834,204490,240030,257907,306210,2020/2/1
1757,158333,205967,240328,265840,306744,2020/2/2
1758,155574,205584,241466,272338,305848,2020/2/3
1759,159320,206658,240320,269570,300865,2020/2/4
1760,157508,204995,233928,280107,306248,2020/2/5
1761,154486,208219,234942,257340,296724,2020/2/6
1762,150432,207659,232393,258173,300947,2020/2/7
1763,152350,201980,231632,254007,303144,2020/2/8
1764,157295,203152,229993,264578,302403,2020/2/9
1765,154987,204484,225840,259322,298874,2020/2/10
1766,155245,204835,227414,254321,297510,2020/2/11
1767,153339,202388,221204,250931,299825,2020/2/12
1768,151004,205705,223606,246066,296812,2020/2/13
1769,149272,202071,224050,247958,299425,2020/2/14
1770,147103,201041,223409,238556,296293,2020/2/15
1771,152314,203271,220216,254021,293042,2020/2/16
1772,151668,204800,222549,244016,294444,2020/2/17
1773,152342,203170,221464,247358,285240,2020/2/18
1774,151960,202647,213097,237183,291559,2020/2/19
1775,148025,205350,222150,238023,292757,2020/2/20
1776,143351,203492,219205,232313,288734,2020/2/21
1777,145395,202343,217572,238779,284956,2020/2/22
1778,149044,204892,216223,243576,282470,2020/2/23
1779,147828,202285,213979,237610,276894,2020/2/24
1780,147417,205085,216679,235857,288972,2020/2/25
1781,143791,202040,213418,239198,282191,2020/2/26
1782,145316,199531,219493,248181,283577,2020/2/27
1783,140874,197814,217141,231425,282467,2020/2/28
1784,139860,193023,217470,222026,274860,2020/2/29
1785,143252,198207,217614,221659,271622,2020/3/1
1786,142876,198133,214342,222478,274826,2020/3/2
1787,141565,198756,215812,222983,272411,2020/3/3
1788,140647,199224,213304,218255,266276,2020/3/4
1789,142491,195279,218841,214699,272694,2020/3/5
1790,140282,192461,214533,216392,270081,2020/3/6
1791,139218,192437,215575,210794,261496,2020/3/7
1792,143252,196513,215960,212357,266813,2020/3/8
1793,144809,195339,216414,207767,258532,2020/3/9
1794,142879,199023,216772,208660,266508,2020/3/10
1795,143867,195492,212329,203320,250644,2020/3/11
1796,143706,200447,211242,199840,250870,2020/3/12
1797,139198,193818,216002,198144,245877,2020/3/13
1798,143347,194111,213473,200539,252071,2020/3/14
1799,143294,200357,214522,204634,253231,2020/3/15
1800,143807,196775,213177,201190,250000,2020/3/16
1801,143438,201121,216163,204167,248883,2020/3/17
1802,143924,196114,212870,216947,244984,2020/3/18
1803,146329,197552,211300,207451,242899,2020/3/19
