,us,eu,china,korea,taiwan,date
665,58449,111411,235609,226482,173067,2017/2/5
666,61163,112086,236597,220434,171894,2017/2/6
667,109054,177400,251700,226779,176836,2017/2/7
668,68294,146161,253643,237966,183320,2017/2/8
669,85348,158349,251166,227732,173591,2017/2/9
670,85505,158104,250056,245031,176481,2017/2/10
671,90769,159140,246478,240261,175440,2017/2/11
672,91070,156587,256437,249462,178128,2017/2/12
673,94395,159788,252326,239523,179394,2017/2/13
674,89795,161552,263244,237473,175523,2017/2/14
675,87985,161195,262278,234528,175843,2017/2/15
676,87648,161911,257344,241238,171288,2017/2/16
677,88439,164395,257011,239522,172840,2017/2/17
678,86954,164120,253654,254346,177720,2017/2/18
679,88683,169165,256926,271839,172650,2017/2/19
680,89462,168842,257761,266503,171773,2017/2/20
681,89540,169791,258204,272887,178351,2017/2/21
682,89696,169856,258253,264394,172777,2017/2/22
683,89373,170470,254609,268538,169780,2017/2/23
684,88909,170951,261325,256696,175790,2017/2/24
685,88483,170335,259590,276065,170801,2017/2/25
686,89763,171618,259599,263348,172244,2017/2/26
687,89722,171499,260787,285363,178070,2017/2/27
688,90301,169437,261436,247245,176197,2017/2/28
689,89752,169138,261408,259856,172229,2017/3/1
690,89729,169731,265152,289532,177645,2017/3/2
691,90176,171248,265199,279554,173286,2017/3/3
692,90065,171229,265703,264605,173402,2017/3/4
693,89753,172631,267765,285204,175138,2017/3/5
694,90972,172104,272805,290530,176621,2017/3/6
695,92682,177860,272053,299119,171932,2017/3/7
696,90809,175531,278970,280944,175366,2017/3/8
697,92320,179133,277460,290142,169741,2017/3/9
698,91018,179472,279305,294448,176514,2017/3/10
699,90792,180065,278896,293184,174314,2017/3/11
700,,,,,,2017/3/12
701,91913,182373,285560,288062,179124,2017/3/13
702,92074,184908,281139,276717,176685,2017/3/14
703,92010,187650,285699,274483,177427,2017/3/15
704,93282,187823,288497,304618,177260,2017/3/16
705,92263,185343,283880,296304,178935,2017/3/17
706,91408,187880,283389,329978,177584,2017/3/18
707,91737,189322,288002,345273,176955,2017/3/19
708,91879,189243,286710,318749,180010,2017/3/20
709,94304,188556,289672,327363,183277,2017/3/21
710,94798,190121,280789,335833,178486,2017/3/22
711,98217,196222,288696,312901,176264,2017/3/23
712,95394,195878,288496,323696,179983,2017/3/24
713,94719,195869,285857,326753,179536,2017/3/25
714,95618,196437,290757,349596,183853,2017/3/26
715,98642,196845,288162,331080,176656,2017/3/27
716,100340,195857,301184,345319,189668,2017/3/28
717,99403,195718,,,,2017/3/29
718,98161,194945,293242,360060,338963,2017/3/30
719,95015,189336,293044,315365,350000,2017/3/31
720,94659,189374,297914,321157,178004,2017/4/1
721,95980,196985,299189,334352,185773,2017/4/2
722,99031,193892,292682,327201,182195,2017/4/3
723,98484,197300,300649,336704,197081,2017/4/4
724,98014,193133,309444,352629,193502,2017/4/5
725,100326,195545,308193,331411,192926,2017/4/6
726,99107,195087,319401,336867,187923,2017/4/7
727,96632,189236,307070,344191,192757,2017/4/8
728,97645,193707,309998,352403,192583,2017/4/9
729,97426,193695,322111,336512,183275,2017/4/10
730,100885,197723,308558,342015,188377,2017/4/11
731,100007,193664,332795,342569,197138,2017/4/12
732,99300,192106,318305,371798,181209,2017/4/13
733,98241,190806,314454,370647,192774,2017/4/14
734,98138,191733,314269,363595,188782,2017/4/15
735,96673,191404,306843,363149,192817,2017/4/16
736,99331,193173,317254,362323,200802,2017/4/17
737,98272,192132,316277,347438,205537,2017/4/18
738,99155,190403,310986,361025,205486,2017/4/19
739,99397,191117,309927,355742,207491,2017/4/20
740,98949,191523,313419,369690,208537,2017/4/21
741,98022,190943,330372,387525,202033,2017/4/22
742,98840,189753,322963,381602,207104,2017/4/23
743,99192,192966,319349,376405,215907,2017/4/24
744,100007,193048,327315,363072,211748,2017/4/25
745,100016,190038,326736,363932,223435,2017/4/26
746,100320,193239,322896,378528,231610,2017/4/27
747,99933,193055,320999,374486,224329,2017/4/28
748,98920,192147,316725,367687,230670,2017/4/29
749,99641,192781,313141,347680,225516,2017/4/30
750,100371,194667,325537,353812,228136,2017/5/1
751,101136,192694,323749,362308,220758,2017/5/2
752,101884,191408,346130,367440,243510,2017/5/3
753,100795,194892,332135,354520,240138,2017/5/4
754,100621,193440,344430,346661,246306,2017/5/5
755,100191,193668,341207,355947,232572,2017/5/6
756,100371,195063,348753,356817,254248,2017/5/7
757,103722,195362,353042,354526,246512,2017/5/8
758,104709,196595,375465,348722,240057,2017/5/9
759,106865,198859,397036,333072,257992,2017/5/10
760,110915,198047,379335,354519,260568,2017/5/11
761,106293,200278,369878,358733,239418,2017/5/12
762,104337,198854,376726,350938,251252,2017/5/13
763,104749,197256,386295,347123,249475,2017/5/14
764,109823,197241,378033,355501,248983,2017/5/15
765,113167,200856,378198,357138,249277,2017/5/16
766,112927,200479,386738,368167,282377,2017/5/17
767,124739,217808,390348,362229,284375,2017/5/18
768,127707,219556,383970,359208,282789,2017/5/19
769,115243,208070,390200,359309,267832,2017/5/20
770,112324,212408,387351,368199,263200,2017/5/21
771,120196,210904,394922,358235,264541,2017/5/22
772,142642,232394,390638,355235,279665,2017/5/23
773,110227,233187,409236,371258,280180,2017/5/24
774,,,,,,2017/5/25
775,,,,,,2017/5/26
776,,,,,,2017/5/27
777,,,,,,2017/5/28
778,,,,,,2017/5/29
779,,,,,,2017/5/30
780,,,,,,2017/5/31
781,125925,230249,400699,372022,295689,2017/6/1
782,,,,,,2017/6/2
783,,,,,,2017/6/3
784,,,,,,2017/6/4
785,,,,,,2017/6/5
786,,,,,,2017/6/6
787,,,,,,2017/6/7
788,132095,230496,409043,369766,294566,2017/6/8
789,129174,232102,404293,358940,286397,2017/6/9
790,128516,227113,410892,372808,283173,2017/6/10
791,130116,232941,410275,354554,290246,2017/6/11
792,133078,229857,414741,370269,275755,2017/6/12
793,138323,231640,415164,365006,298916,2017/6/13
794,130203,233659,411266,359801,274561,2017/6/14
795,129144,228182,406604,368739,277582,2017/6/15
796,127094,225307,401625,372743,278146,2017/6/16
797,124860,224686,394760,355947,285305,2017/6/17
798,124543,226575,397095,360864,286258,2017/6/18
799,128489,227137,385628,358918,282817,2017/6/19
800,131953,228864,393557,347509,284565,2017/6/20
801,126559,225435,384517,340339,297768,2017/6/21
802,126737,224235,385630,343598,277688,2017/6/22
803,125217,222106,392094,309238,287153,2017/6/23
804,124355,222487,386748,338782,291256,2017/6/24
805,123231,224866,393668,327505,275067,2017/6/25
806,128515,220260,390522,322536,278401,2017/6/26
807,141508,225884,389708,328700,288311,2017/6/27
808,135906,231636,395189,335899,280082,2017/6/28
809,132108,224177,389435,323990,287748,2017/6/29
810,128159,219326,391338,279563,274314,2017/6/30
811,126410,218448,388631,296318,285547,2017/7/1
812,126895,218010,389594,330860,264169,2017/7/2
813,129296,217580,392896,324566,286433,2017/7/3
814,126667,217506,396117,327526,277926,2017/7/4
815,127739,214498,390514,313075,266376,2017/7/5
816,127049,217676,389267,322066,254630,2017/7/6
817,125967,216123,388040,304642,277627,2017/7/7
818,125316,216735,390044,306314,261843,2017/7/8
819,126058,219989,391298,314893,278187,2017/7/9
820,125896,213245,398174,319149,291759,2017/7/10
821,127526,220262,393275,320931,272385,2017/7/11
822,127131,217273,394132,319309,278016,2017/7/12
823,127370,218187,391608,331638,273171,2017/7/13
824,126042,215031,392785,311194,276262,2017/7/14
825,125257,214592,396221,315487,262238,2017/7/15
826,125066,216910,389998,324997,268322,2017/7/16
827,127309,218693,389293,334441,279814,2017/7/17
828,129548,219899,395425,311308,280510,2017/7/18
829,128524,220895,389420,300983,265536,2017/7/19
830,130425,218785,391504,305246,280823,2017/7/20
831,127867,220059,388929,315223,271037,2017/7/21
832,128810,222588,396360,330659,279926,2017/7/22
833,127768,225268,395415,342191,279962,2017/7/23
834,131479,219241,386550,340440,277314,2017/7/24
835,129101,218612,398097,337004,279531,2017/7/25
836,129541,218678,395021,323900,269931,2017/7/26
837,129923,219856,389670,327781,265178,2017/7/27
838,130669,217435,390533,323163,274031,2017/7/28
839,129014,218254,392511,343216,263674,2017/7/29
840,129697,218811,393682,386826,276699,2017/7/30
841,130902,219190,393813,297644,273772,2017/7/31
842,130436,216156,390066,321603,281275,2017/8/1
843,145038,230201,394245,321711,277258,2017/8/2
844,138897,224973,394942,308725,273678,2017/8/3
845,137921,222597,397115,301876,280715,2017/8/4
846,134325,222307,397369,334173,272332,2017/8/5
847,135157,225097,393440,359377,275745,2017/8/6
848,136872,225495,391727,329567,279221,2017/8/7
849,144987,233072,393850,334853,275729,2017/8/8
850,142755,229077,397793,331391,278202,2017/8/9
851,151659,229004,399316,400448,276588,2017/8/10
852,145012,230782,397165,351410,279145,2017/8/11
853,141622,230993,397577,347019,280350,2017/8/12
854,146228,232413,389034,368544,271177,2017/8/13
855,145097,232820,397945,343249,274566,2017/8/14
856,150518,245008,395859,344794,285826,2017/8/15
857,147858,235402,398437,337256,276677,2017/8/16
858,148491,239733,398303,328507,269590,2017/8/17
859,147375,236209,403985,327004,289138,2017/8/18
860,144376,241395,403514,344591,276455,2017/8/19
861,147119,242358,397525,338075,284203,2017/8/20
862,149582,241031,401800,350853,289349,2017/8/21
863,165533,250785,401350,369859,279147,2017/8/22
864,160959,248753,403633,385182,289644,2017/8/23
865,155074,248565,401571,360550,298687,2017/8/24
866,154586,237890,407929,368676,291366,2017/8/25
867,153770,240357,403182,372099,285142,2017/8/26
868,151356,245957,400580,373590,303098,2017/8/27
869,161800,251154,405897,372756,298083,2017/8/28
870,164531,250490,412057,377180,298244,2017/8/29
871,165556,249822,,371772,294144,2017/8/30
872,157081,242740,408167,318346,282922,2017/8/31
873,153814,236119,406102,336772,301069,2017/9/1
874,150217,238844,408729,330067,287056,2017/9/2
875,150079,239737,407562,339106,289345,2017/9/3
876,150021,240450,410337,354350,284703,2017/9/4
877,152171,244239,408333,386633,298465,2017/9/5
878,154476,237037,407633,388022,296427,2017/9/6
879,151618,237413,410843,350636,304622,2017/9/7
880,152136,237162,408452,342616,302516,2017/9/8
881,151928,239570,409310,338044,295622,2017/9/9
882,150639,244222,412278,358416,291543,2017/9/10
883,154234,240538,406538,331378,303146,2017/9/11
884,157980,250515,411688,361766,295503,2017/9/12
885,175845,264675,410622,350891,296730,2017/9/13
886,182792,253729,405184,355432,302016,2017/9/14
887,164162,257633,406905,368570,293493,2017/9/15
888,155501,254305,407563,363720,306520,2017/9/16
889,162954,259152,404298,380228,293592,2017/9/17
890,168542,255842,401659,370478,298639,2017/9/18
891,165070,259715,407125,371798,297313,2017/9/19
892,161342,255420,399971,363174,293256,2017/9/20
893,163618,256546,399722,370712,296349,2017/9/21
894,162507,258785,399978,363548,302750,2017/9/22
895,160448,257426,399578,379225,303173,2017/9/23
896,160784,257186,399470,397604,304471,2017/9/24
897,165360,258973,396119,398725,302184,2017/9/25
898,164331,263391,397359,399094,307227,2017/9/26
899,166547,261792,401195,395094,303259,2017/9/27
900,168232,261235,398435,388769,300458,2017/9/28
901,163871,258441,392496,386102,309601,2017/9/29
902,162257,257895,391211,336466,305519,2017/9/30
903,165425,256054,391543,360924,299007,2017/10/1
904,167073,263441,399130,368164,323908,2017/10/2
905,165975,256939,396607,353073,301445,2017/10/3
906,165798,256045,394330,363370,307151,2017/10/4
907,167385,258173,397009,352695,306666,2017/10/5
908,165695,255824,395908,358066,326800,2017/10/6
909,163823,255399,396626,360495,318767,2017/10/7
910,163454,260577,394735,342048,311696,2017/10/8
911,165632,261714,401361,358967,311513,2017/10/9
912,174649,268543,394799,348550,315106,2017/10/10
913,171923,258784,403641,384962,329541,2017/10/11
914,169008,258864,388716,355400,322671,2017/10/12
915,168324,260063,397243,355457,327733,2017/10/13
916,167221,258581,397733,378932,326051,2017/10/14
917,167614,266828,399964,374500,326520,2017/10/15
918,169078,265066,400149,355486,333511,2017/10/16
919,176756,271709,398186,362301,329620,2017/10/17
920,177922,269772,398833,356770,335984,2017/10/18
921,178877,269287,406040,361307,340291,2017/10/19
922,178166,276789,401936,362002,350000,2017/10/20
923,177036,276792,402617,354199,350173,2017/10/21
924,177950,281679,401339,363026,349467,2017/10/22
925,183428,289561,399326,376360,372940,2017/10/23
926,196124,296664,401154,365169,370883,2017/10/24
927,187509,290333,397684,368351,400868,2017/10/25
928,188424,291589,398468,347564,387637,2017/10/26
929,188066,288393,399603,374699,371884,2017/10/27
930,185304,289741,401547,366386,385172,2017/10/28
931,187683,292332,399105,361844,390859,2017/10/29
932,188792,287535,407714,373884,384563,2017/10/30
933,191839,289107,410231,341428,390232,2017/10/31
934,191492,293433,401464,352568,381291,2017/11/1
935,191670,294601,410013,345912,381504,2017/11/2
936,209951,310387,400286,362142,385982,2017/11/3
937,188564,295085,414655,350302,379672,2017/11/4
938,186747,296070,406122,369583,395133,2017/11/5
939,189191,291749,400184,371626,399623,2017/11/6
940,189631,291987,428461,357590,385880,2017/11/7
941,187029,288313,414957,356211,385498,2017/11/8
942,183605,289473,423408,344923,394436,2017/11/9
943,182608,283488,425853,354493,384598,2017/11/10
944,176743,282786,423154,359395,391586,2017/11/11
945,176327,283986,416334,373375,396401,2017/11/12
946,182092,283960,427546,365316,388232,2017/11/13
947,178555,285441,419391,357175,385892,2017/11/14
948,180373,286370,418855,355311,391269,2017/11/15
949,182304,283832,425179,366187,401736,2017/11/16
950,177174,282874,421203,382493,385435,2017/11/17
951,177452,288194,422682,362863,387636,2017/11/18
952,174650,281845,418278,361488,382686,2017/11/19
953,178912,289242,422949,352297,405660,2017/11/20
954,179436,287275,417727,345253,389455,2017/11/21
955,182127,290560,421427,370174,402777,2017/11/22
956,175934,289789,426644,363984,395334,2017/11/23
957,174722,291861,430202,352656,395832,2017/11/24
958,174356,291743,433830,365375,400096,2017/11/25
959,176162,291617,419654,351762,398264,2017/11/26
960,187098,290689,427031,353285,397981,2017/11/27
961,186733,291612,427803,360771,397581,2017/11/28
962,178037,285201,434679,353173,411278,2017/11/29
963,175634,280788,441041,301993,393561,2017/11/30
964,171500,275856,434525,336344,393551,2017/12/1
965,166868,273702,446209,307724,406698,2017/12/2
966,165520,278423,440856,320537,392832,2017/12/3
967,172612,273322,433716,345110,390225,2017/12/4
968,169938,272931,434579,320433,388483,2017/12/5
969,171430,269849,434004,318984,400503,2017/12/6
970,172318,270497,452435,301193,386153,2017/12/7
971,170754,266217,442078,304660,382712,2017/12/8
972,165272,268368,437755,292151,391844,2017/12/9
973,166646,270781,438549,324304,392962,2017/12/10
974,169481,269372,457559,308209,389963,2017/12/11
975,168599,266721,459842,302761,403485,2017/12/12
976,169334,265883,458339,302713,391730,2017/12/13
977,168884,265108,453128,306413,382222,2017/12/14
978,168469,262946,459764,300928,394187,2017/12/15
979,165049,263473,456072,299902,384266,2017/12/16
980,163642,266411,457803,319565,384190,2017/12/17
981,171504,266837,464421,305152,388567,2017/12/18
982,167097,269315,461168,308183,385727,2017/12/19
983,169815,265306,465779,294812,382970,2017/12/20
984,170238,267383,471731,306369,390583,2017/12/21
985,171985,273190,474591,310001,390777,2017/12/22
986,170334,271207,479983,308575,393605,2017/12/23
987,171185,274724,483162,313848,393793,2017/12/24
988,167453,274717,479022,306833,385318,2017/12/25
989,168428,269550,509364,324165,393810,2017/12/26
990,169648,268610,509826,296032,386286,2017/12/27
991,168912,266684,522475,311164,392749,2017/12/28
992,167899,269782,515591,308463,387750,2017/12/29
993,166789,266699,514835,310137,394802,2017/12/30
994,166138,269766,522806,280411,390758,2017/12/31
995,168554,270129,515689,294941,391511,2018/1/1
996,173146,271828,524852,299101,399674,2018/1/2
997,169302,267434,512544,296791,399716,2018/1/3
998,170066,269127,522521,294129,394693,2018/1/4
999,166844,265587,527829,292053,391185,2018/1/5
1000,165770,266307,513587,299300,392997,2018/1/6
1001,165087,267504,519209,305370,393165,2018/1/7
1002,168339,266772,524904,292621,389598,2018/1/8
1003,166316,267119,531371,286896,388303,2018/1/9
1004,168569,266091,528596,312934,385993,2018/1/10
1005,165226,269214,519011,294320,384638,2018/1/11
1006,163929,266995,520050,293673,389230,2018/1/12
1007,162864,266437,522479,299273,387052,2018/1/13
1008,162290,269809,515295,293026,381400,2018/1/14
1009,169716,267229,524245,304915,403087,2018/1/15
1010,174322,268371,530320,300436,400150,2018/1/16
1011,169129,270879,515241,288246,402147,2018/1/17
1012,169237,272347,521046,297430,385349,2018/1/18
1013,167982,269559,524099,294120,401732,2018/1/19
1014,165133,266814,519754,288630,398132,2018/1/20
1015,165050,275402,545263,307462,398034,2018/1/21
1016,169273,272359,527028,301976,394822,2018/1/22
1017,171123,274100,532024,292676,405471,2018/1/23
1018,169800,280269,540714,312536,412027,2018/1/24
1019,172238,277664,524206,323211,399875,2018/1/25
1020,175625,284157,536621,298546,387334,2018/1/26
1021,171191,279547,535514,304416,409587,2018/1/27
1022,171505,280886,536017,315755,400011,2018/1/28
1023,189743,288748,532651,320706,415027,2018/1/29
1024,195710,307884,537224,337614,416056,2018/1/30
1025,208193,300061,530987,287704,413849,2018/1/31
1026,199481,309942,544934,309865,399300,2018/2/1
1027,189092,301054,530069,309424,402155,2018/2/2
1028,188011,298249,540000,306428,408063,2018/2/3
1029,186357,297740,549031,295610,407478,2018/2/4
1030,189133,300460,544290,292673,402420,2018/2/5
1031,189982,298835,564589,301862,414921,2018/2/6
1032,187323,297154,551050,297040,416693,2018/2/7
1033,186897,297700,560874,293900,428180,2018/2/8
1034,186015,298741,554912,295234,407274,2018/2/9
1035,180666,297489,548065,303608,423499,2018/2/10
1036,180016,297160,549746,320370,424701,2018/2/11
1037,188626,300748,546250,302994,405674,2018/2/12
1038,188116,300053,549258,325116,408255,2018/2/13
1039,185855,297358,537712,298487,414061,2018/2/14
1040,192381,310897,523493,297139,407068,2018/2/15
1041,192963,305103,524806,295700,419440,2018/2/16
1042,180780,299549,517316,296967,396948,2018/2/17
1043,180145,299269,532039,302548,393717,2018/2/18
1044,183796,300718,535010,311249,416267,2018/2/19
1045,186338,302313,520567,304349,412050,2018/2/20
1046,188235,302223,533025,311632,412495,2018/2/21
1047,181652,302359,521042,305028,408707,2018/2/22
1048,181087,301068,528309,304101,411653,2018/2/23
1049,180312,300090,520631,307927,410510,2018/2/24
1050,181541,301998,512389,321627,407643,2018/2/25
1051,186049,300703,527524,327272,418279,2018/2/26
1052,184164,303529,516335,310066,410047,2018/2/27
1053,180664,300984,519263,287187,410809,2018/2/28
1054,179743,296823,511717,296695,403956,2018/3/1
1055,180246,299263,507643,291217,422770,2018/3/2
1056,178858,300321,518454,304100,411494,2018/3/3
1057,180517,297718,521001,303704,427760,2018/3/4
1058,179210,296518,513749,340788,418266,2018/3/5
1059,180531,298868,518244,317248,414780,2018/3/6
1060,181174,298077,512339,293240,422462,2018/3/7
1061,180963,299128,522563,307344,419165,2018/3/8
1062,180385,298005,510411,296549,412732,2018/3/9
1063,184617,296434,523803,314800,421784,2018/3/10
1064,178850,304039,512484,298745,404633,2018/3/11
1065,185019,305218,498477,323630,405364,2018/3/12
1066,183076,304332,520591,315213,429863,2018/3/13
1067,183023,306102,513915,314002,414641,2018/3/14
1068,184461,304322,485591,294855,411380,2018/3/15
1069,181693,302317,509464,329197,407914,2018/3/16
1070,182633,304301,505227,317011,419316,2018/3/17
1071,181415,303437,499531,335162,418836,2018/3/18
1072,190660,305613,495751,337586,416247,2018/3/19
1073,188210,308648,492957,303393,414833,2018/3/20
1074,188812,313160,494525,321017,403027,2018/3/21
1075,189288,310061,493915,301182,409658,2018/3/22
1076,187970,310225,448845,316076,405948,2018/3/23
1077,186885,312252,486872,357010,406955,2018/3/24
1078,187589,313810,489920,361119,409163,2018/3/25
1079,188233,315079,487637,358939,415358,2018/3/26
1080,194465,320157,485386,378708,422106,2018/3/27
1081,189546,313326,487652,378368,412505,2018/3/28
1082,191222,312783,488049,399087,418876,2018/3/29
1083,189504,313989,498357,379438,422014,2018/3/30
1084,189506,314637,486598,325386,420072,2018/3/31
1085,189526,314145,495285,362205,411526,2018/4/1
1086,191399,315962,485996,356914,420081,2018/4/2
1087,191199,318440,496984,364143,441624,2018/4/3
1088,189978,319272,488777,339046,427125,2018/4/4
1089,192246,320834,491143,355854,414183,2018/4/5
1090,191567,324643,486549,358443,419157,2018/4/6
1091,191156,319157,489561,382164,408872,2018/4/7
1092,192837,324054,491306,371999,422473,2018/4/8
1093,193874,329156,495019,386051,441250,2018/4/9
1094,197267,330867,492358,370223,421414,2018/4/10
1095,195831,339604,488474,386187,428461,2018/4/11
1096,197731,340507,490374,378591,436010,2018/4/12
1097,197203,336882,491629,360344,431300,2018/4/13
1098,193932,341274,488022,389921,439362,2018/4/14
1099,191841,337870,488287,369823,422102,2018/4/15
1100,195103,339585,481889,384568,420067,2018/4/16
1101,195255,341041,493282,398843,416570,2018/4/17
1102,196040,342213,489451,378176,427575,2018/4/18
1103,199216,340776,481733,398411,434620,2018/4/19
1104,195998,344653,490752,392318,424342,2018/4/20
1105,196590,348828,485488,400562,433803,2018/4/21
1106,195355,350762,486430,399058,420453,2018/4/22
1107,198695,360623,488156,396382,430220,2018/4/23
1108,197094,370055,490704,402873,425966,2018/4/24
1109,197543,369617,488677,399263,434858,2018/4/25
1110,199451,367389,487977,401425,431309,2018/4/26
1111,196484,363037,488471,469476,449282,2018/4/27
1112,196494,356845,497187,445107,429714,2018/4/28
1113,198548,360252,492814,456316,439603,2018/4/29
1114,198955,354750,497212,401695,423500,2018/4/30
1115,199285,353880,497539,429181,426741,2018/5/1
1116,199657,350299,494032,435318,436704,2018/5/2
1117,198654,352547,485550,458556,439270,2018/5/3
1118,198712,349193,497509,421373,424958,2018/5/4
1119,198553,346801,492728,429141,433174,2018/5/5
1120,199335,354846,502984,435340,468049,2018/5/6
1121,207236,349532,499716,456280,445328,2018/5/7
1122,204684,355643,497431,467156,441010,2018/5/8
1123,204059,348661,500690,439620,434389,2018/5/9
1124,209964,346929,498709,423149,434505,2018/5/10
1125,207158,350974,496979,427775,450329,2018/5/11
1126,205748,349235,501390,437814,440561,2018/5/12
1127,203732,350269,506067,455585,428763,2018/5/13
1128,205496,349981,503320,454450,448635,2018/5/14
1129,205783,355374,502943,442712,451593,2018/5/15
1130,202953,349744,492852,427584,450278,2018/5/16
1131,217341,364403,503690,444172,447557,2018/5/17
1132,212731,353829,500139,419605,452306,2018/5/18
1133,203794,348288,506830,428124,435418,2018/5/19
1134,203710,351297,500408,447862,467736,2018/5/20
1135,209764,351553,501320,430621,446097,2018/5/21
1136,216841,357370,501785,455645,433635,2018/5/22
1137,210518,351866,497458,443405,451929,2018/5/23
1138,206207,351542,509707,470045,463919,2018/5/24
1139,207878,348987,493821,427300,454845,2018/5/25
1140,206089,349294,503473,429667,449053,2018/5/26
1141,206791,346832,497513,429925,444139,2018/5/27
1142,208246,348346,496854,425138,457731,2018/5/28
1143,207503,346462,500386,441638,459889,2018/5/29
1144,206679,343494,501315,438178,455896,2018/5/30
1145,209744,343726,497371,393205,463296,2018/5/31
1146,207150,339593,493779,460285,481457,2018/6/1
1147,203427,339811,501828,447679,445512,2018/6/2
1148,205226,340998,496325,456371,458918,2018/6/3
1149,205414,342437,503838,450333,459706,2018/6/4
1150,206504,344259,493457,444301,465088,2018/6/5
1151,205089,339328,495580,441585,439903,2018/6/6
1152,205066,342740,492026,434678,461367,2018/6/7
1153,204748,337198,495814,436625,456492,2018/6/8
1154,206402,340494,493365,468265,471534,2018/6/9
1155,204542,341672,504742,428679,477029,2018/6/10
1156,208730,337730,500429,448972,455122,2018/6/11
1157,205799,338206,490118,435002,423388,2018/6/12
1158,207676,340991,492842,431160,460080,2018/6/13
1159,205488,336522,496207,430771,450919,2018/6/14
1160,204786,335371,493963,433349,466834,2018/6/15
1161,203538,339236,497489,435512,451092,2018/6/16
1162,205551,334713,496877,436625,473204,2018/6/17
1163,206440,338524,493569,431734,451516,2018/6/18
1164,206322,335156,500032,453418,469005,2018/6/19
1165,208198,339837,491037,451927,445865,2018/6/20
1166,221165,357492,498679,453990,464180,2018/6/21
1167,208024,348061,495049,455937,469874,2018/6/22
1168,209400,373171,487291,476253,456457,2018/6/23
1169,213169,366170,490239,459898,467400,2018/6/24
1170,223744,362438,502321,471325,453155,2018/6/25
1171,218187,350421,498392,492237,440770,2018/6/26
1172,214788,339791,490505,474260,456729,2018/6/27
1173,216713,344795,500324,449231,455677,2018/6/28
1174,211265,341190,503427,476468,463300,2018/6/29
1175,207717,334056,497634,478591,465539,2018/6/30
1176,209074,337813,496276,448297,458684,2018/7/1
1177,209255,337663,506368,453333,450787,2018/7/2
1178,208717,336044,500150,472488,449210,2018/7/3
1179,206456,373062,497322,461639,457874,2018/7/4
1180,207735,337109,501271,469276,447959,2018/7/5
1181,206401,335920,498132,498727,452509,2018/7/6
1182,205896,332659,503112,464147,441777,2018/7/7
1183,205445,341680,497214,472542,454793,2018/7/8
1184,211911,336495,500983,497351,460701,2018/7/9
1185,210737,342237,495202,472413,453353,2018/7/10
1186,209853,338263,496475,461861,459755,2018/7/11
1187,207748,338213,497446,461274,445658,2018/7/12
1188,210175,335129,501927,466152,444415,2018/7/13
1189,206070,331428,498930,488906,468465,2018/7/14
1190,205861,336404,499123,463392,448570,2018/7/15
1191,207690,342349,493509,473950,453542,2018/7/16
1192,218622,345123,496353,493011,438978,2018/7/17
1193,221553,348528,496018,480140,470792,2018/7/18
1194,209274,338709,437633,468503,414450,2018/7/19
1195,205192,333647,488312,466375,435389,2018/7/20
1196,201883,327542,371356,502226,426677,2018/7/21
1197,202609,328838,475495,513931,449765,2018/7/22
1198,207165,328447,485795,506815,446849,2018/7/23
1199,201297,321120,394152,502876,433897,2018/7/24
1200,204201,317530,412067,502641,454418,2018/7/25
1201,,,,,,2018/7/26
1202,199985,307408,398227,489446,447793,2018/7/27
1203,197993,307363,396855,472103,438824,2018/7/28
1204,192946,300241,391489,483402,436159,2018/7/29
1205,196724,302713,391784,511427,438264,2018/7/30
1206,198352,296092,391619,442555,452079,2018/7/31
1207,193191,295399,397929,460085,412086,2018/8/1
1208,191726,300039,400131,474211,440594,2018/8/2
1209,190389,293264,377595,476660,443770,2018/8/3
1210,186916,294246,388319,461661,432050,2018/8/4
1211,189134,294660,389073,500141,441659,2018/8/5
1212,187627,292010,384945,475902,434704,2018/8/6
1213,190735,291623,382552,487757,433716,2018/8/7
1214,189594,289787,397286,489326,430511,2018/8/8
1215,187319,292804,380440,480353,416671,2018/8/9
1216,186415,288606,385094,489741,420114,2018/8/10
1217,179720,286100,386483,456473,432899,2018/8/11
1218,184110,289822,388718,503154,432422,2018/8/12
1219,183114,291443,385917,413591,420582,2018/8/13
1220,171270,271106,366013,388845,392438,2018/8/14
1221,150878,237765,312747,427293,400116,2018/8/15
1222,139949,231584,295124,520745,407307,2018/8/16
1223,144580,226884,285058,413370,353406,2018/8/17
1224,131274,217715,306500,416300,369344,2018/8/18
1225,127304,205475,289939,433593,379716,2018/8/19
1226,127300,202094,291964,427904,370557,2018/8/20
1227,125807,200121,288992,401813,372237,2018/8/21
1228,129970,199233,287694,391351,337130,2018/8/22
1229,120685,194347,269196,367506,333560,2018/8/23
1230,116187,195579,262263,374177,314762,2018/8/24
1231,110668,190397,258470,357420,320267,2018/8/25
1232,113457,192206,253739,347231,311224,2018/8/26
1233,116234,191672,248543,311882,345924,2018/8/27
1234,118142,190465,245486,348628,316943,2018/8/28
1235,116235,188556,236751,331602,311290,2018/8/29
1236,114686,185618,229916,350554,311904,2018/8/30
1237,111186,183671,222231,316245,306573,2018/8/31
1238,106665,180352,217962,318120,294613,2018/9/1
1239,106192,182416,224821,300636,297196,2018/9/2
1240,105336,179797,222491,308495,297172,2018/9/3
1241,105444,179698,227466,303795,293039,2018/9/4
1242,105059,178639,223558,309664,287998,2018/9/5
1243,104722,176447,208516,304984,304458,2018/9/6
