Epochs,loss us,accuracy us,loss us,accuracy us,loss eu,accuracy eu,loss eu,accuracy eu,loss china,accuracy china,loss china,accuracy china,loss korea,accuracy korea,loss korea,accuracy korea,loss taiwan,accuracy taiwan,loss taiwan,accuracy taiwan
21,0.6919739246368408,0.5404016971588135,0.6658333539962769,0.9285714030265808,0.6521758437156677,0.5922465920448303,0.49490922689437866,0.8571428656578064,0.6135583519935608,0.6557683348655701,1.1061656475067139,0.4285714328289032,0.38155999779701233,0.8038299679756165,1.2603472471237183,0.7142857313156128,0.29967355728149414,0.862680971622467,2.037052631378174,0.3571428656578064
22,0.6942005753517151,0.5151798129081726,0.7870678305625916,0.0714285746216774,0.6496732234954834,0.6165343523025513,0.509442150592804,0.8571428656578064,0.6111802458763123,0.6553012728691101,1.0974081754684448,0.4285714328289032,0.39413174986839294,0.8024287819862366,1.3575913906097412,0.7142857313156128,0.2835853695869446,0.862680971622467,2.1139984130859375,0.3571428656578064
23,0.6925697922706604,0.5198505520820618,0.7457802891731262,0.0714285746216774,0.6489241123199463,0.6095282435417175,0.5048118829727173,0.8571428656578064,0.6036062240600586,0.6613731980323792,1.1222443580627441,0.4285714328289032,0.40758129954338074,0.7907519936561584,1.411820411682129,0.7142857313156128,0.2801487147808075,0.8668846487998962,2.153885841369629,0.3571428656578064
24,0.6934635043144226,0.5044372081756592,0.7956231832504272,0.0714285746216774,0.6447780132293701,0.6132648587226868,0.49930539727211,0.8571428656578064,0.6019613742828369,0.6539000272750854,1.134121060371399,0.4285714328289032,0.38901886343955994,0.8169080018997192,1.4077101945877075,0.7142857313156128,0.27204063534736633,0.8734236359596252,2.2760493755340576,0.3571428656578064
25,0.6909171342849731,0.5175151824951172,0.7562553286552429,0.0714285746216774,0.6434202790260315,0.6123306751251221,0.49175629019737244,0.8571428656578064,0.595005214214325,0.6576366424560547,1.1525840759277344,0.4285714328289032,0.36742526292800903,0.8229799270629883,1.5354750156402588,0.7142857313156128,0.267010360956192,0.8752919435501099,2.3455047607421875,0.3571428656578064
26,0.696611225605011,0.507239580154419,0.761294424533844,0.0714285746216774,0.6378724575042725,0.6207379698753357,0.4859064519405365,0.8571428656578064,0.5881210565567017,0.6651097536087036,1.1603764295578003,0.4285714328289032,0.3539535403251648,0.8355908393859863,1.5948388576507568,0.7142857313156128,0.25629299879074097,0.8827650547027588,2.4461097717285156,0.3571428656578064
27,0.6933779120445251,0.5016347765922546,0.758617103099823,0.0714285746216774,0.6375254392623901,0.6230733394622803,0.48640236258506775,0.8571428656578064,0.5893713235855103,0.6595048904418945,1.1758172512054443,0.4285714328289032,0.32977303862571716,0.8407286405563354,1.7131856679916382,0.7142857313156128,0.25483113527297974,0.8846333622932434,2.5049991607666016,0.3571428656578064
28,0.6927169561386108,0.49976646900177,0.7274895906448364,0.0714285746216774,0.6367236375808716,0.6230733394622803,0.4961209297180176,0.8571428656578064,0.5807048082351685,0.6716487407684326,1.1770986318588257,0.4285714328289032,0.3136007487773895,0.856141984462738,1.6793218851089478,0.7142857313156128,0.2580481469631195,0.8855674862861633,2.4950356483459473,0.3571428656578064
29,0.6928758025169373,0.5133115649223328,0.7460945844650269,0.0714285746216774,0.6351140737533569,0.6324147582054138,0.48169809579849243,0.8571428656578064,0.5748538374900818,0.6758524179458618,1.1825988292694092,0.3571428656578064,0.30920490622520447,0.8556749224662781,1.8360679149627686,0.7142857313156128,0.26239198446273804,0.8813638687133789,2.51631760597229,0.3571428656578064
30,0.692751407623291,0.5011676549911499,0.7345665693283081,0.0714285746216774,0.6339862942695618,0.6314806342124939,0.46827417612075806,0.8571428656578064,0.568394660949707,0.6730499863624573,1.246267557144165,0.4285714328289032,0.29107633233070374,0.8654834032058716,1.9555796384811401,0.7142857313156128,0.24369926750659943,0.8888369798660278,2.412134885787964,0.3571428656578064
31,0.6920862793922424,0.5193834900856018,0.743255615234375,0.0714285746216774,0.6331908106803894,0.6286782026290894,0.49536508321762085,0.8571428656578064,0.5590288639068604,0.6903316378593445,1.2094430923461914,0.3571428656578064,0.28091728687286377,0.8738906979560852,2.0006043910980225,0.7142857313156128,0.23770737648010254,0.8907052874565125,2.5234735012054443,0.3571428656578064
32,0.6928519010543823,0.5081737637519836,0.7587648630142212,0.0714285746216774,0.6346752047538757,0.6398879289627075,0.46564343571662903,0.8571428656578064,0.5703832507133484,0.6814572811126709,1.2956407070159912,0.4285714328289032,0.26942262053489685,0.8752919435501099,1.9975049495697021,0.7142857313156128,0.23247109353542328,0.8902382254600525,2.6107447147369385,0.3571428656578064
33,0.6915189623832703,0.5165810585021973,0.7312940955162048,0.0714285746216774,0.6321521997451782,0.6305464506149292,0.47327515482902527,0.8571428656578064,0.5716386437416077,0.6814572811126709,1.2293891906738281,0.3571428656578064,0.26259687542915344,0.8818309307098389,2.1535704135894775,0.7142857313156128,0.24139925837516785,0.8879028558731079,2.6984095573425293,0.3571428656578064
34,0.692772626876831,0.5235871076583862,0.6999912261962891,0.0714285746216774,0.6257838010787964,0.637085497379303,0.4516703486442566,0.8571428656578064,0.5484308004379272,0.6973376870155334,1.3609975576400757,0.4285714328289032,0.2581695020198822,0.8836991786956787,2.200899600982666,0.7142857313156128,0.2728206515312195,0.8762260675430298,2.8340814113616943,0.3571428656578064
35,0.6925498843193054,0.5123773813247681,0.7601363062858582,0.0714285746216774,0.6204359531402588,0.6515647172927856,0.4428785741329193,0.8571428656578064,0.5499886274337769,0.6945352554321289,1.3698370456695557,0.3571428656578064,0.24510610103607178,0.8907052874565125,2.259145498275757,0.7142857313156128,0.2334226369857788,0.8883699178695679,2.7792208194732666,0.3571428656578064
36,0.69214928150177,0.5105091333389282,0.7468627691268921,0.0714285746216774,0.6203272342681885,0.6445586085319519,0.4351293444633484,0.8571428656578064,0.5656487941741943,0.6781877875328064,1.2965755462646484,0.4285714328289032,0.23823432624340057,0.8963101506233215,2.283069372177124,0.7142857313156128,0.21710839867591858,0.9033161997795105,2.8881442546844482,0.2857142984867096
37,0.6919907927513123,0.5091078877449036,0.742010235786438,0.0714285746216774,0.6168422698974609,0.65670245885849,0.41842761635780334,0.8571428656578064,0.5890612602233887,0.6763194799423218,1.2932837009429932,0.3571428656578064,0.23144502937793732,0.8991125822067261,2.42488694190979,0.7142857313156128,0.20645000040531158,0.9093881249427795,2.9301140308380127,0.3571428656578064
38,0.6920072436332703,0.5282578468322754,0.7365698218345642,0.0714285746216774,0.6112599968910217,0.6529659032821655,0.4118625223636627,0.8571428656578064,0.562008798122406,0.6814572811126709,1.5568714141845703,0.4285714328289032,0.23295004665851593,0.8911723494529724,2.3011889457702637,0.7142857313156128,0.19977042078971863,0.906118631362915,2.972393035888672,0.3571428656578064
39,0.691935658454895,0.5119103193283081,0.7553778886795044,0.0714285746216774,0.6078575253486633,0.6595048904418945,0.40012961626052856,0.8571428656578064,0.5381187200546265,0.7010742425918579,1.3723337650299072,0.3571428656578064,0.2372695952653885,0.8953759670257568,2.4198780059814453,0.7142857313156128,0.2004903256893158,0.9093881249427795,3.074319839477539,0.3571428656578064
40,0.6906957030296326,0.5254554152488708,0.747035562992096,0.0714285746216774,0.6015865206718445,0.6711816787719727,0.4050024449825287,0.8571428656578064,0.5284583568572998,0.7048108577728271,1.6120203733444214,0.4285714328289032,0.2754276990890503,0.8766931295394897,2.491321563720703,0.7142857313156128,0.1899600476026535,0.9154600501060486,3.1104915142059326,0.3571428656578064
41,0.6920530796051025,0.5137786269187927,0.788765549659729,0.0714285746216774,0.6064310073852539,0.6637085676193237,0.36618971824645996,0.8571428656578064,0.5187949538230896,0.7029425501823425,1.4089524745941162,0.3571428656578064,0.24169209599494934,0.893974781036377,2.315828561782837,0.7142857313156128,0.19435828924179077,0.9103223085403442,3.1797614097595215,0.3571428656578064
42,0.6908349394798279,0.5296590328216553,0.7542824149131775,0.0714285746216774,0.6268506646156311,0.6141989827156067,0.38434743881225586,0.8571428656578064,0.5288034081459045,0.7024754881858826,1.6397209167480469,0.4285714328289032,0.22135291993618011,0.900046706199646,2.3783326148986816,0.7142857313156128,0.19564545154571533,0.907052755355835,3.188361883163452,0.4285714328289032
43,0.689817488193512,0.5450723767280579,0.6600003242492676,0.9285714030265808,0.6098634004592896,0.6669780611991882,0.3533833920955658,0.8571428656578064,0.5247259140014648,0.7141522765159607,1.4651384353637695,0.3571428656578064,0.21309953927993774,0.906585693359375,2.50423264503479,0.7142857313156128,0.20470230281352997,0.9019150137901306,3.3385586738586426,0.3571428656578064
44,0.6930392384529114,0.5175151824951172,0.7905718684196472,0.0714285746216774,0.5932513475418091,0.6464269161224365,0.35003480315208435,0.8571428656578064,0.526112973690033,0.699673056602478,1.6992690563201904,0.4285714328289032,0.21559330821037292,0.8967772126197815,2.33204984664917,0.7142857313156128,0.20429079234600067,0.9028491377830505,3.2244551181793213,0.3571428656578064
45,0.6911563873291016,0.5137786269187927,0.7534177899360657,0.0714285746216774,0.5755493640899658,0.6786548495292664,0.3441412150859833,0.8571428656578064,0.5012985467910767,0.7080803513526917,1.6296348571777344,0.3571428656578064,0.2164190262556076,0.8981783986091614,2.316819667816162,0.7142857313156128,0.19366665184497833,0.907052755355835,3.3866894245147705,0.3571428656578064
46,0.6903411149978638,0.5324614644050598,0.7836613655090332,0.0714285746216774,0.5679942965507507,0.6842597126960754,0.33177319169044495,0.8571428656578064,0.4829116463661194,0.7333021759986877,1.8191803693771362,0.4285714328289032,0.2165997326374054,0.9019150137901306,2.33748459815979,0.7142857313156128,0.18209734559059143,0.9159271121025085,3.416581392288208,0.4285714328289032
47,0.6901558041572571,0.5226529836654663,0.6814917325973511,0.9285714030265808,0.5661224126815796,0.68706214427948,0.3266552984714508,0.8571428656578064,0.4895203113555908,0.7290985584259033,1.7703057527542114,0.4285714328289032,0.21226562559604645,0.9037832617759705,2.527770519256592,0.7142857313156128,0.1758037656545639,0.9149929881095886,3.4956283569335938,0.4285714328289032
48,0.6926417350769043,0.5245212316513062,0.6922218203544617,0.3571428656578064,0.556387722492218,0.6992059946060181,0.33138710260391235,0.8571428656578064,0.48122701048851013,0.7351704835891724,2.1388156414031982,0.3571428656578064,0.21875326335430145,0.8911723494529724,2.1850738525390625,0.7142857313156128,0.1685202717781067,0.9210649132728577,3.4713101387023926,0.3571428656578064
49,0.6932052373886108,0.512844443321228,0.8313409686088562,0.0714285746216774,0.5497035384178162,0.6959365010261536,0.3303905427455902,0.8571428656578064,0.4774145185947418,0.737038791179657,1.9831962585449219,0.3571428656578064,0.21941038966178894,0.8986455202102661,2.0099217891693115,0.7142857313156128,0.16371989250183105,0.9248014688491821,3.547231674194336,0.3571428656578064
50,0.6933567523956299,0.5021018385887146,0.7420371174812317,0.0714285746216774,0.5531132221221924,0.6893974542617798,0.432209312915802,0.8571428656578064,0.49763432145118713,0.712751030921936,2.0840914249420166,0.3571428656578064,0.21227440237998962,0.8967772126197815,2.357318878173828,0.7142857313156128,0.1631973534822464,0.9248014688491821,3.523448944091797,0.3571428656578064
51,0.6912127137184143,0.5399346351623535,0.7399431467056274,0.0714285746216774,0.5492015480995178,0.693134069442749,0.3196050822734833,0.7857142686843872,0.46024930477142334,0.7468472719192505,1.762766718864441,0.3571428656578064,0.1824127435684204,0.9201307892799377,2.1935408115386963,0.7142857313156128,0.16237635910511017,0.9262027144432068,3.6447160243988037,0.3571428656578064
52,0.6905636787414551,0.5282578468322754,0.7940009236335754,0.0714285746216774,0.5596399903297424,0.6758524179458618,0.4349888265132904,0.8571428656578064,0.4491652846336365,0.7482484579086304,1.8508347272872925,0.4285714328289032,0.17637674510478973,0.9215319752693176,2.6301960945129395,0.7142857313156128,0.156747505068779,0.9294722080230713,3.5841963291168213,0.3571428656578064
53,0.692021369934082,0.5394675135612488,0.7829437255859375,0.0714285746216774,0.5439398884773254,0.6828584671020508,0.3552318215370178,0.8571428656578064,0.430477499961853,0.7659971714019775,1.9557198286056519,0.3571428656578064,0.18041770160198212,0.9168612957000732,2.1737747192382812,0.7142857313156128,0.15975415706634521,0.9280710220336914,3.682094097137451,0.4285714328289032
54,0.6933324933052063,0.5123773813247681,0.7528256177902222,0.0714285746216774,0.5433357954025269,0.7122839689254761,0.4124767780303955,0.8571428656578064,0.4357725977897644,0.7655301094055176,1.9637879133224487,0.3571428656578064,0.19121502339839935,0.9103223085403442,2.566851854324341,0.7142857313156128,0.1566523164510727,0.9299392700195312,3.654588222503662,0.3571428656578064
55,0.6901963353157043,0.5352638959884644,0.7390065789222717,0.0714285746216774,0.542172908782959,0.6865950226783752,0.377375066280365,0.8571428656578064,0.46275973320007324,0.7454460263252258,2.3426246643066406,0.4285714328289032,0.20066916942596436,0.9051845073699951,2.270217180252075,0.7142857313156128,0.15697194635868073,0.9257356524467468,3.872657060623169,0.3571428656578064
56,0.6932973265647888,0.5249882936477661,0.8366595506668091,0.0714285746216774,0.5528100728988647,0.6926670074462891,0.5478506684303284,0.8571428656578064,0.4311169981956482,0.7739374041557312,2.0861589908599854,0.4285714328289032,0.20697343349456787,0.9047174453735352,2.785085439682007,0.7142857313156128,0.15723969042301178,0.9252685904502869,3.781000852584839,0.3571428656578064
57,0.6925338506698608,0.5021018385887146,0.7380120158195496,0.0714285746216774,0.5349165201187134,0.700140118598938,0.8635810613632202,0.8571428656578064,0.4208889305591583,0.7669313549995422,2.246762990951538,0.4285714328289032,0.1795036494731903,0.9182624816894531,2.505885601043701,0.7142857313156128,0.16130481660366058,0.9229332208633423,3.89459228515625,0.3571428656578064
58,0.6924165487289429,0.5249882936477661,0.7469598650932312,0.0714285746216774,0.5441205501556396,0.699673056602478,0.4687376618385315,0.8571428656578064,0.42808064818382263,0.7669313549995422,1.9666930437088013,0.5714285969734192,0.1796322464942932,0.9168612957000732,2.8519742488861084,0.7142857313156128,0.1540653556585312,0.9262027144432068,3.7107367515563965,0.3571428656578064
59,0.6921752095222473,0.5049042701721191,0.7534876465797424,0.0714285746216774,0.5057017207145691,0.7258290648460388,0.6398312449455261,0.8571428656578064,0.43781936168670654,0.7608594298362732,2.3194479942321777,0.4285714328289032,0.1781279295682907,0.9187295436859131,2.6986732482910156,0.7142857313156128,0.14854173362255096,0.9341429471969604,3.8299059867858887,0.3571428656578064
60,0.6895433664321899,0.5301260948181152,0.7251063585281372,0.0714285746216774,0.482725590467453,0.743110716342926,0.8471870422363281,0.8571428656578064,0.41292521357536316,0.7860812544822693,1.8265775442123413,0.2857142984867096,0.18332462012767792,0.9149929881095886,2.8292431831359863,0.7142857313156128,0.14289170503616333,0.9332087635993958,3.7889797687530518,0.3571428656578064
61,0.6917411088943481,0.5301260948181152,0.7368608713150024,0.0714285746216774,0.48198965191841125,0.7337692379951477,0.9639719128608704,0.8571428656578064,0.38840293884277344,0.7879495620727539,2.241046667098999,0.4285714328289032,0.19011865556240082,0.906585693359375,3.0462679862976074,0.7142857313156128,0.14278243482112885,0.937412440776825,3.8237838745117188,0.4285714328289032
62,0.6908093690872192,0.5249882936477661,0.77409827709198,0.0714285746216774,0.5076197385787964,0.7197571396827698,0.6996792554855347,0.8571428656578064,0.39138662815093994,0.7884166240692139,2.611872911453247,0.4285714328289032,0.16955319046974182,0.9210649132728577,3.0237529277801514,0.7142857313156128,0.14266850054264069,0.9336758255958557,3.836115598678589,0.3571428656578064
63,0.6911596655845642,0.5207846760749817,0.7492758631706238,0.0714285746216774,0.5349421501159668,0.7197571396827698,0.5355203747749329,0.8571428656578064,0.38926467299461365,0.800093412399292,2.512693166732788,0.2857142984867096,0.17011557519435883,0.9205978512763977,3.011113405227661,0.7142857313156128,0.14410865306854248,0.9336758255958557,3.9473659992218018,0.4285714328289032
64,0.6914955973625183,0.5357309579849243,0.7388737797737122,0.0714285746216774,0.5963171124458313,0.6945352554321289,0.3440997898578644,0.8571428656578064,0.3961458206176758,0.7921531796455383,2.3993492126464844,0.5,0.1628190279006958,0.9205978512763977,2.9810545444488525,0.6428571343421936,0.16064119338989258,0.9341429471969604,3.912055253982544,0.4285714328289032
65,0.6903932094573975,0.5422699451446533,0.7763661742210388,0.0714285746216774,0.5295591354370117,0.7206912636756897,0.4386269450187683,0.8571428656578064,0.4003716707229614,0.7926202416419983,2.825549840927124,0.3571428656578064,0.1736297905445099,0.9196637272834778,3.208827495574951,0.7142857313156128,0.19111478328704834,0.9243344068527222,3.6013500690460205,0.4285714328289032
66,0.6884649991989136,0.5455394387245178,0.7153275609016418,0.0714285746216774,0.4904406666755676,0.7276973128318787,0.44213607907295227,0.8571428656578064,0.39584219455718994,0.787015438079834,1.8206709623336792,0.5,0.15621425211429596,0.9294722080230713,2.464635133743286,0.6428571343421936,0.14919161796569824,0.9336758255958557,3.0727572441101074,0.3571428656578064
67,0.6895741820335388,0.543204128742218,0.6916505098342896,0.3571428656578064,0.47601863741874695,0.7445119023323059,0.6902615427970886,0.8571428656578064,0.39228546619415283,0.7916861176490784,2.8182430267333984,0.2857142984867096,0.15887972712516785,0.9285380840301514,2.2532031536102295,0.7142857313156128,0.14010430872440338,0.9397478103637695,3.0508124828338623,0.4285714328289032
68,0.691895604133606,0.5203176140785217,0.7989622950553894,0.0714285746216774,0.45801588892936707,0.7412424087524414,0.7675363421440125,0.8571428656578064,0.38343799114227295,0.7963568568229675,3.159302234649658,0.3571428656578064,0.16419583559036255,0.9210649132728577,2.1451668739318848,0.7142857313156128,0.13962222635746002,0.9378795027732849,2.928652048110962,0.2857142984867096
69,0.6915053725242615,0.5198505520820618,0.779102623462677,0.0714285746216774,0.4848349392414093,0.7403082847595215,1.1089743375778198,0.8571428656578064,0.3866640329360962,0.7846800684928894,2.783078670501709,0.2857142984867096,0.1785220354795456,0.9079869389533997,2.4121570587158203,0.7142857313156128,0.15098264813423157,0.9304063320159912,3.150294065475464,0.2142857164144516
70,0.6885905265808105,0.5394675135612488,0.7473626732826233,0.0714285746216774,0.4839109480381012,0.7286314964294434,1.1444681882858276,0.8571428656578064,0.35385075211524963,0.8085007071495056,2.704660415649414,0.4285714328289032,0.1478302776813507,0.9304063320159912,2.3430094718933105,0.6428571343421936,0.13357916474342346,0.936945378780365,3.2494404315948486,0.2142857164144516
71,0.6896152496337891,0.5492760539054871,0.6740629076957703,0.9285714030265808,0.47110915184020996,0.7421765327453613,0.9117785692214966,0.8571428656578064,0.35138219594955444,0.806632399559021,2.839128255844116,0.3571428656578064,0.14433875679969788,0.9252685904502869,2.3440582752227783,0.6428571343421936,0.13265211880207062,0.9397478103637695,3.374598979949951,0.2857142984867096
72,0.6934828162193298,0.5235871076583862,0.7903904318809509,0.0714285746216774,0.4709756672382355,0.7487155795097351,0.44306042790412903,0.8571428656578064,0.3760058283805847,0.8019617199897766,2.2613818645477295,0.5714285969734192,0.15232153236865997,0.9299392700195312,2.2744178771972656,0.6428571343421936,0.13384748995304108,0.9416160583496094,3.065847396850586,0.2857142984867096
73,0.6897493600845337,0.5263895392417908,0.7380229234695435,0.0714285746216774,0.4479158818721771,0.756188690662384,1.0352364778518677,0.8571428656578064,0.39028969407081604,0.794021487236023,2.927398443222046,0.3571428656578064,0.15274064242839813,0.9285380840301514,1.953532099723816,0.7142857313156128,0.1445830762386322,0.9355441331863403,3.5632805824279785,0.3571428656578064
74,0.6895276308059692,0.549743115901947,0.7402806878089905,0.0714285746216774,0.4814513623714447,0.7477813959121704,0.8258561491966248,0.8571428656578064,0.3607301115989685,0.7968239188194275,3.031714916229248,0.3571428656578064,0.15300969779491425,0.9234002828598022,2.0914454460144043,0.6428571343421936,0.13891905546188354,0.9416160583496094,3.169603109359741,0.2857142984867096
